ID,"LICENSE ID","ACCOUNT NUMBER","SITE NUMBER","LEGAL NAME","DOING BUSINESS AS NAME",ADDRESS,CITY,STATE,"ZIP CODE",WARD,PRECINCT,"WARD PRECINCT","POLICE DISTRICT","LICENSE CODE","LICENSE DESCRIPTION","BUSINESS ACTIVITY ID","BUSINESS ACTIVITY","LICENSE NUMBER","APPLICATION TYPE","APPLICATION CREATED DATE","APPLICATION REQUIREMENTS COMPLETE","PAYMENT DATE","CONDITIONAL APPROVAL","LICENSE TERM START DATE","LICENSE TERM EXPIRATION DATE","LICENSE APPROVED FOR ISSUANCE","DATE ISSUED","LICENSE STATUS","LICENSE STATUS CHANGE DATE",SSA,LATITUDE,LONGITUDE,LOCATION,DI_CreateDate,DI_WorkflowFileName,APPLICATION_CREATED_DATE_CONVERTED,PAYMENT_DATE_CONVERTED,"LICENSE_TERM_START DATE_CONVERTED","LICENSE TERM EXPIRATION DATE CONVERTED","DATE ISSUED CONVERTED","LICENSE STATUS CHANGE DATE CONVERTED"
2210868-20220716,2848598,374030,1,"Vincent M O'Leary","V.M. O'Leary Sheet Metal & Heating","820  THREE OAKS  RD",CARY,IL,60013,NULL,NULL,NULL,NULL,4404,"Regulated Business License",673,"Home Repair Services",2210868,RENEW,NULL,05/15/2022,05/15/2022,N,07/16/2022,07/15/2024,05/15/2022,05/16/2022,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2022-05-15 00:00:00","2022-07-16 00:00:00","2024-07-15 00:00:00","2022-05-16 00:00:00",NULL
2698235-20220516,2839435,427269,2,"87TH CLEANERS, INC.","LION CLEANER 71ST","7018 S HALSTED ST",CHICAGO,IL,60618,6,NULL,6-,NULL,1010,"Limited Business License","648 | 694","Dry Cleaning - Drop Off Location | Laundry Service - Drop Off Only",2698235,RENEW,NULL,03/15/2022,05/13/2022,N,05/16/2022,05/15/2024,05/13/2022,05/16/2022,AAI,NULL,NULL,41.766416294,-87.644590895,"(41.766416293908975, -87.64459089465835)","2022-10-06 12:53:44",test,NULL,"2022-05-13 00:00:00","2022-05-16 00:00:00","2024-05-15 00:00:00","2022-05-16 00:00:00",NULL
2120727-20211016,2805904,366779,1,"Huseby Cares Network LLC","Huseby Cares Network LLC","5948 N MILWAUKEE AVE 1 1A",CHICAGO,IL,60646,45,NULL,45-,NULL,1010,"Limited Business License",NULL,NULL,2120727,RENEW,NULL,08/15/2021,05/13/2022,N,10/16/2021,10/15/2023,05/13/2022,05/16/2022,AAI,NULL,NULL,41.989705156,-87.780777012,"(41.98970515644051, -87.78077701175351)","2022-10-06 12:53:44",test,NULL,"2022-05-13 00:00:00","2021-10-16 00:00:00","2023-10-15 00:00:00","2022-05-16 00:00:00",NULL
2608764-20220716,2849186,415814,2,"KING IRON WORKS CHICAGO INC.","KING IRON WORKS CHICAGO INC","847 N KILPATRICK AVE",CHICAGO,IL,60651,37,21,37-21,11,4404,"Regulated Business License",673,"Home Repair Services",2608764,RENEW,NULL,05/15/2022,05/15/2022,N,07/16/2022,07/15/2024,05/15/2022,05/16/2022,AAI,NULL,NULL,41.896366825,-87.743409888,"(41.896366825240584, -87.74340988817181)","2022-10-06 12:53:44",test,NULL,"2022-05-15 00:00:00","2022-07-16 00:00:00","2024-07-15 00:00:00","2022-05-16 00:00:00",NULL
1902994-20110516,2086400,260245,3,"Linde Gas & Equipment Inc","PRAXAIR DISTRIBUTION, INC","4967 N ELSTON AVE 1ST",CHICAGO,IL,60630,39,11,39-11,17,1010,"Limited Business License",NULL,NULL,1902994,RENEW,NULL,03/15/2011,03/31/2011,N,05/16/2011,05/15/2013,03/31/2011,04/12/2011,AAC,12/29/2012,NULL,41.971030842,-87.744679828,"(41.97103084180758, -87.74467982803301)","2022-10-06 12:53:44",test,NULL,"2011-03-31 00:00:00","2011-05-16 00:00:00","2013-05-15 00:00:00","2011-04-12 00:00:00","2012-12-29 00:00:00"
2333310-20220616,2843902,390508,1,"Partnership Employment of Chicago LLC","Partnership Employment","560 W WASHINGTON BLVD 3RD 300",CHICAGO,IL,60661,42,NULL,42-,NULL,1010,"Limited Business License",635,"Commissioned Staffing of Professional, Secretarial and Clerical Work",2333310,RENEW,NULL,04/15/2022,05/13/2022,N,06/16/2022,06/15/2024,05/13/2022,05/16/2022,AAI,NULL,NULL,41.883283907,-87.642187219,"(41.88328390714073, -87.64218721938904)","2022-10-06 12:53:44",test,NULL,"2022-05-13 00:00:00","2022-06-16 00:00:00","2024-06-15 00:00:00","2022-05-16 00:00:00",NULL
2850131-20220516,2850131,477170,2,"LATOYA N. WALLS","LATOYA PLACE","5427 W NORTH AVE STOREFRONT",CHICAGO,IL,60639,37,6,37-6,25,4409,"Pop-Up Retail User",1030,"Organizer of a 91-180 Day Event w/ Pop-Up Retail Users at a Trade Show, Exhibition or Convention",2850131,ISSUE,05/16/2022,05/16/2022,05/16/2022,N,05/16/2022,11/13/2022,05/16/2022,05/16/2022,AAI,NULL,NULL,41.909315688,-87.761651124,"(41.90931568835104, -87.76165112446277)","2022-10-06 12:53:44",test,"2022-05-16 00:00:00","2022-05-16 00:00:00","2022-05-16 00:00:00","2022-11-13 00:00:00","2022-05-16 00:00:00",NULL
1902993-20081107,1902993,260245,3,"Linde Gas & Equipment Inc","PRAXAIR DISTRIBUTION, INC","4967 N ELSTON AVE 1ST",CHICAGO,IL,60630,39,11,39-11,17,1008,"Hazardous Materials",NULL,NULL,1902993,ISSUE,04/18/2008,11/04/2008,11/04/2008,N,11/07/2008,05/15/2009,11/06/2008,11/07/2008,AAI,NULL,NULL,41.971030842,-87.744679828,"(41.97103084180758, -87.74467982803301)","2022-10-06 12:53:44",test,"2008-04-18 00:00:00","2008-11-04 00:00:00","2008-11-07 00:00:00","2009-05-15 00:00:00","2008-11-07 00:00:00",NULL
34229-20081016,1923245,1896,60,"HOST INTERNATIONAL, INC.","Café Des Cartes (Baggage T1)","11601 W TOUHY AVE  TERM",CHICAGO,IL,60666,41,27,41-27,16,1006,"Retail Food Establishment",775,"Retail Sales of Perishable Foods",34229,RENEW,NULL,08/15/2008,10/14/2008,N,10/16/2008,10/15/2010,10/22/2008,10/23/2008,AAI,NULL,NULL,42.008536401,-87.914428439,"(42.008536400868735, -87.91442843927047)","2022-10-06 12:53:44",test,NULL,"2008-10-14 00:00:00","2008-10-16 00:00:00","2010-10-15 00:00:00","2008-10-23 00:00:00",NULL
2146327-20220516,2835648,334153,5,"NUTS ON CLARK UNION STATION AT O'HARE, INC.","NUTS ON CLARK","11601 W TOUHY AVE  T3HU43G",CHICAGO,IL,60666,41,27,41-27,16,1006,"Retail Food Establishment","775 | 963","Retail Sales of Perishable Foods | Automatic Food Vending Machine Business",2146327,C_SBA,03/03/2022,05/13/2022,NULL,N,05/16/2022,01/15/2024,05/13/2022,05/16/2022,AAI,NULL,NULL,42.008536401,-87.914428439,"(42.008536400868735, -87.91442843927047)","2022-10-06 12:53:44",test,"2022-03-03 00:00:00",NULL,"2022-05-16 00:00:00","2024-01-15 00:00:00","2022-05-16 00:00:00",NULL
2846215-20220516,2846215,207412,28,"BUCK MANAGEMENT GROUP LLC","Buck Management Group LLC","855 W MADISON ST",CHICAGO,IL,60607,27,NULL,27-,NULL,1010,"Limited Business License",1078,"Property Management / Real Estate Management",2846215,ISSUE,05/11/2022,05/11/2022,05/11/2022,N,05/16/2022,09/15/2022,05/11/2022,05/16/2022,AAI,NULL,NULL,41.881631137,-87.649547598,"(41.881631136865984, -87.6495475984714)","2022-10-06 12:53:44",test,"2022-05-11 00:00:00","2022-05-11 00:00:00","2022-05-16 00:00:00","2022-09-15 00:00:00","2022-05-16 00:00:00",NULL
2738437-20220716,2849938,468522,1,"YINQING YE",Aromatherapy,"4425 S ARCHER AVE 1 A3",CHICAGO,IL,60632,14,NULL,14-,NULL,1010,"Limited Business License","144 | 998","Hair, Nail, and Skin Care Services | Provide Foot Massage - Fully Clothed/No Disrobing",2738437,RENEW,NULL,05/15/2022,05/16/2022,N,07/16/2022,07/15/2024,05/16/2022,05/16/2022,AAI,NULL,39,41.812756755,-87.706185995,"(41.81275675469049, -87.70618599528053)","2022-10-06 12:53:44",test,NULL,"2022-05-16 00:00:00","2022-07-16 00:00:00","2024-07-15 00:00:00","2022-05-16 00:00:00",NULL
2608601-20220716,2849570,428773,1,"ANTHONY HARRIS","ANTHONY HARRIS","1548 W 80TH ST  1B",CHICAGO,IL,60620,21,30,21-30,6,4406,"Peddler License",769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2608601,RENEW,NULL,05/15/2022,05/16/2022,N,07/16/2022,07/15/2024,NULL,05/16/2022,AAI,NULL,32,41.74864217,-87.66291612,"(41.748642169513495, -87.66291611951999)","2022-10-06 12:53:44",test,NULL,"2022-05-16 00:00:00","2022-07-16 00:00:00","2024-07-15 00:00:00","2022-05-16 00:00:00",NULL
2713373-20220516,2839433,427264,6,"DJJE HOLDINGS, LLC","The Place for Children with Autism","9139 S COMMERCIAL AVE N/A N/A",CHICAGO,IL,60617,10,NULL,10-,NULL,1010,"Limited Business License",602,"Administrative Commercial Office",2713373,RENEW,NULL,03/15/2022,04/15/2022,N,05/16/2022,05/15/2024,04/15/2022,05/16/2022,AAI,NULL,5,41.728909499,-87.55108091,"(41.728909499294396, -87.55108090975568)","2022-10-06 12:53:44",test,NULL,"2022-04-15 00:00:00","2022-05-16 00:00:00","2024-05-15 00:00:00","2022-05-16 00:00:00",NULL
2664588-20190916,2681906,384627,2,"FEDCHEX RECOVERY, LLC","FCR Collection Services dba FCR Services","27042  TOWNE CENTRE DR  SUITE 150","FOOTHILL RANCH",CA,92610,NULL,NULL,NULL,NULL,4404,"Regulated Business License",912,"Debt Collecting - Administrative Commercial Office",2664588,RENEW,NULL,07/15/2019,07/15/2019,N,09/16/2019,09/15/2021,07/15/2019,07/16/2019,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2019-07-15 00:00:00","2019-09-16 00:00:00","2021-09-15 00:00:00","2019-07-16 00:00:00",NULL
2677290-20190621,2677290,350741,3,"INVENTABLES, INC.","INVENTABLES, INC.","328 S JEFFERSON ST  260",CHICAGO,IL,60661,42,NULL,42-,NULL,1010,"Limited Business License",602,"Administrative Commercial Office",2677290,C_LOC,06/20/2019,06/20/2019,06/20/2019,N,06/21/2019,05/15/2020,06/20/2019,06/21/2019,AAI,NULL,NULL,41.877094135,-87.642654974,"(41.87709413528649, -87.6426549740065)","2022-10-06 12:53:44",test,"2019-06-20 00:00:00","2019-06-20 00:00:00","2019-06-21 00:00:00","2020-05-15 00:00:00","2019-06-21 00:00:00",NULL
2321286-20220416,2833765,388980,2,"Magic Nails Spa","MAGIC NAILS SPA","2321 W MADISON ST 1ST",CHICAGO,IL,60612,27,53,27-53,12,1010,"Limited Business License",895,"Nail Services",2321286,RENEW,NULL,02/15/2022,05/14/2022,N,04/16/2022,04/15/2024,05/14/2022,05/16/2022,AAI,NULL,NULL,41.881076509,-87.684847399,"(41.881076509462126, -87.68484739887545)","2022-10-06 12:53:44",test,NULL,"2022-05-14 00:00:00","2022-04-16 00:00:00","2024-04-15 00:00:00","2022-05-16 00:00:00",NULL
1902994-20090516,1961938,260245,3,"Linde Gas & Equipment Inc","PRAXAIR DISTRIBUTION, INC","4967 N ELSTON AVE 1ST",CHICAGO,IL,60630,39,11,39-11,17,1010,"Limited Business License",NULL,NULL,1902994,RENEW,NULL,03/16/2009,03/31/2009,N,05/16/2009,05/15/2011,03/31/2009,04/01/2009,AAI,NULL,NULL,41.971030842,-87.744679828,"(41.97103084180758, -87.74467982803301)","2022-10-06 12:53:44",test,NULL,"2009-03-31 00:00:00","2009-05-16 00:00:00","2011-05-15 00:00:00","2009-04-01 00:00:00",NULL
2583726-20220316,2830134,425507,1,"RJS MARKETING SOLUTIONS, L.L.C.","RJS MARKETING SOLUTIONS, L.L.C.","5415 N SHERIDAN RD 8TH 814",CHICAGO,IL,60640,48,9,48-9,20,4404,"Regulated Business License",719,"Professional Consulting (Home Based Business)",2583726,RENEW,NULL,01/15/2022,04/13/2022,N,03/16/2022,03/15/2024,04/13/2022,04/14/2022,AAI,NULL,NULL,41.98047333,-87.654952641,"(41.980473329827255, -87.65495264052998)","2022-10-06 12:53:44",test,NULL,"2022-04-13 00:00:00","2022-03-16 00:00:00","2024-03-15 00:00:00","2022-04-14 00:00:00",NULL
2594664-20220516,2839355,426847,1,"WINDY CITY FACILITATION L.L.C.","WINDY CITY FACILITATION L.L.C.","1136 S DELANO CT  B201",CHICAGO,IL,60605,25,21,25-21,1,1010,"Limited Business License","633 | 753 | 813","Commercial Janitorial Services | Residential Cleaning Services | Snowplowing",2594664,RENEW,NULL,03/15/2022,05/14/2022,N,05/16/2022,05/15/2024,05/14/2022,05/16/2022,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2022-05-14 00:00:00","2022-05-16 00:00:00","2024-05-15 00:00:00","2022-05-16 00:00:00",NULL
74820-20220516,2836983,63704,1,"OUSMANE DIALLO","AICHA HAIR BRAIDING","5103 W NORTH AVE",CHICAGO,IL,60639,37,31,37-31,25,1010,"Limited Business License",894,"Hair Services",74820,RENEW,NULL,03/15/2022,05/14/2022,N,05/16/2022,05/15/2024,05/14/2022,05/16/2022,AAI,NULL,NULL,41.909419159,-87.753634811,"(41.90941915858756, -87.75363481083784)","2022-10-06 12:53:44",test,NULL,"2022-05-14 00:00:00","2022-05-16 00:00:00","2024-05-15 00:00:00","2022-05-16 00:00:00",NULL
66701-20030816,1366372,43749,1,"CAROLINA'S SILVER INCORPORATED","CAROLINA'S SILVER INCORPORATED","3115 W 26TH ST  313,229F2",CHICAGO,IL,60623,12,6,12-6,10,1010,"Limited Business License",NULL,NULL,66701,RENEW,NULL,06/24/2003,08/12/2003,N,08/16/2003,08/15/2004,08/12/2003,08/13/2003,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2003-08-12 00:00:00","2003-08-16 00:00:00","2004-08-15 00:00:00","2003-08-13 00:00:00",NULL
2277504-20180216,2573593,369444,1,"NICHOLAS SARICH","TIMELESS TATTOOS","7112 W ARCHER AVE FIRST",CHICAGO,IL,60638,23,NULL,23-,NULL,4404,"Regulated Business License",828,"Tattoo / Permanent Body Art and Make-Up / Micro Blading",2277504,RENEW,NULL,12/15/2017,01/17/2018,N,02/16/2018,02/15/2020,01/17/2018,01/18/2018,AAI,NULL,NULL,41.792083221,-87.799586762,"(41.79208322138412, -87.7995867615771)","2022-10-06 12:53:44",test,NULL,"2018-01-17 00:00:00","2018-02-16 00:00:00","2020-02-15 00:00:00","2018-01-18 00:00:00",NULL
2803473-20220516,2803473,477705,1,"PRISCILLA A. BANUELOS","PRISCILLA A. BANUELOS","4001 W ARGYLE ST",CHICAGO,IL,60630,39,8,39-8,17,4406,"Peddler License",819,"Street Performer, Moving Along the Public Way",2803473,ISSUE,08/05/2021,08/05/2021,05/16/2022,N,05/16/2022,06/15/2024,NULL,05/16/2022,AAI,NULL,NULL,41.971773606,-87.728191125,"(41.97177360641689, -87.72819112543313)","2022-10-06 12:53:44",test,"2021-08-05 00:00:00","2022-05-16 00:00:00","2022-05-16 00:00:00","2024-06-15 00:00:00","2022-05-16 00:00:00",NULL
1822870-20220616,2842948,294995,2,"HYE JUNG HA","ADVANCED CLEANERS","1717 N WESTERN AVE 1ST",CHICAGO,IL,60647,32,31,32-31,14,1010,"Limited Business License",648,"Dry Cleaning - Drop Off Location",1822870,RENEW,NULL,04/15/2022,05/15/2022,N,06/16/2022,06/15/2024,05/15/2022,05/16/2022,AAI,NULL,33,41.912670571,-87.687134497,"(41.91267057110256, -87.6871344969001)","2022-10-06 12:53:44",test,NULL,"2022-05-15 00:00:00","2022-06-16 00:00:00","2024-06-15 00:00:00","2022-05-16 00:00:00",NULL
2216248-20121229,2216248,260245,3,"Linde Gas & Equipment Inc","PRAXAIR DISTRIBUTION, INC","4967 N ELSTON AVE 1ST",CHICAGO,IL,60630,39,11,39-11,17,4404,"Regulated Business License",816,"Storage or Use of Hazardous Materials",2216248,ISSUE,NULL,NULL,NULL,N,12/29/2012,05/15/2013,NULL,12/29/2012,AAI,NULL,NULL,41.971030842,-87.744679828,"(41.97103084180758, -87.74467982803301)","2022-10-06 12:53:44",test,NULL,NULL,"2012-12-29 00:00:00","2013-05-15 00:00:00","2012-12-29 00:00:00",NULL
2608763-20220716,2849187,415814,2,"KING IRON WORKS CHICAGO INC.","KING IRON WORKS CHICAGO INC","847 N KILPATRICK AVE",CHICAGO,IL,60651,37,21,37-21,11,1009,"Manufacturing Establishments",929,"Miscellaneous Manufacturing",2608763,RENEW,NULL,05/15/2022,05/15/2022,N,07/16/2022,07/15/2024,05/15/2022,05/16/2022,AAI,NULL,NULL,41.896366825,-87.743409888,"(41.896366825240584, -87.74340988817181)","2022-10-06 12:53:44",test,NULL,"2022-05-15 00:00:00","2022-07-16 00:00:00","2024-07-15 00:00:00","2022-05-16 00:00:00",NULL
2791404-20220716,2850016,475451,1,"DISTILLED, INC.","DISTILLED SMOKE","169 N WELLS ST",CHICAGO,IL,60606,42,NULL,42-,NULL,1781,Tobacco,"776 | 936","Retail Sales of Tobacco Products | Retail Sales of Tobacco Accessories",2791404,RENEW,NULL,05/15/2022,05/15/2022,N,07/16/2022,07/15/2023,05/15/2022,05/16/2022,AAI,NULL,NULL,41.885073562,-87.633764757,"(41.88507356203613, -87.63376475726596)","2022-10-06 12:53:44",test,NULL,"2022-05-15 00:00:00","2022-07-16 00:00:00","2023-07-15 00:00:00","2022-05-16 00:00:00",NULL
2609370-20220716,2849617,429066,1,"RUNWAY STUDIOS LLC","RUNWAY STUDIOS LLC","5637 W 63RD ST 1ST",CHICAGO,IL,60638,13,26,13-26,8,1010,"Limited Business License","144 | 998","Hair, Nail, and Skin Care Services | Provide Foot Massage - Fully Clothed/No Disrobing",2609370,RENEW,NULL,05/15/2022,05/15/2022,N,07/16/2022,07/15/2024,05/15/2022,05/16/2022,AAI,NULL,NULL,41.777912983,-87.76317401,"(41.777912983303764, -87.76317400983231)","2022-10-06 12:53:44",test,NULL,"2022-05-15 00:00:00","2022-07-16 00:00:00","2024-07-15 00:00:00","2022-05-16 00:00:00",NULL
2477046-20220716,2848825,391226,2,"Duet Dance Studio LLC","Duet Dance Studio","2412 W NORTH AVE 2ND 2 R",CHICAGO,IL,60647,1,27,1-27,14,1010,"Limited Business License",661,"Fitness Training On and Off Premise",2477046,RENEW,NULL,05/15/2022,05/15/2022,N,07/16/2022,07/15/2024,05/15/2022,05/16/2022,AAI,NULL,33,41.910423585,-87.687791748,"(41.910423585331024, -87.68779174763705)","2022-10-06 12:53:44",test,NULL,"2022-05-15 00:00:00","2022-07-16 00:00:00","2024-07-15 00:00:00","2022-05-16 00:00:00",NULL
1138788-20040816,1420777,212012,2,"DD&S INC.","D D AND S, INC.","769 W 26TH ST",CHICAGO,IL,60616,11,50,11-50,9,1010,"Limited Business License",NULL,NULL,1138788,RENEW,NULL,06/30/2004,09/01/2004,N,08/16/2004,02/15/2005,09/01/2004,09/02/2004,AAI,NULL,NULL,41.845223478,-87.646090425,"(41.84522347787031, -87.64609042498367)","2022-10-06 12:53:44",test,NULL,"2004-09-01 00:00:00","2004-08-16 00:00:00","2005-02-15 00:00:00","2004-09-02 00:00:00",NULL
2850133-20220516,2850133,47752,7,"SAMUEL PEDRO ALVAREZ-SANTILLAN","VIVA SALUDABLE RESALE","4100 S ASHLAND AVE",CHICAGO,IL,60609,12,19,12-19,9,1010,"Limited Business License",767,"Retail Sales of General Merchandise and Non-Perishable Food",2850133,ISSUE,05/16/2022,05/16/2022,05/16/2022,N,05/16/2022,01/15/2023,05/16/2022,05/16/2022,AAI,NULL,10,41.819441426,-87.665375545,"(41.81944142629576, -87.6653755449091)","2022-10-06 12:53:44",test,"2022-05-16 00:00:00","2022-05-16 00:00:00","2022-05-16 00:00:00","2023-01-15 00:00:00","2022-05-16 00:00:00",NULL
2411036-20220716,2848956,399197,1,"POLITICAL FUND-CHICAGO JOURNEYMEN PLUMBERS' LOCAL UNION 130, U.A.","POLITICAL FUND-CHICAGO JOURNEYMEN PLUMBERS' LOCAL UNION 130, U.A.","1340 W WASHINGTON BLVD",CHICAGO,IL,60607,27,7,27-7,12,1625,Raffles,720,"Not-For-Profit Selling Raffles for Prizes of $50 or More",2411036,RENEW,NULL,05/15/2022,05/16/2022,N,07/16/2022,07/15/2023,05/16/2022,05/16/2022,AAI,NULL,NULL,41.883024036,-87.661256362,"(41.88302403623101, -87.66125636214211)","2022-10-06 12:53:44",test,NULL,"2022-05-16 00:00:00","2022-07-16 00:00:00","2023-07-15 00:00:00","2022-05-16 00:00:00",NULL
2601933-20220616,2844618,428266,1,"TRN MOBILITY SOLUTIONS, LLC","101 Mobility of Naperville","1701  QUINCY AVE  UNIT 12",NAPERVILLE,IL,60540,NULL,NULL,NULL,NULL,4404,"Regulated Business License","658 | 673 | 754 | 755","Fence Installation, Brick Patios, Retaining Walls, Cement Work In Residential Properties | Home Repair Services | Residential Construction / Minor Home Repair Services | Residential Installations",2601933,RENEW,NULL,04/15/2022,05/13/2022,N,06/16/2022,06/15/2024,05/13/2022,05/16/2022,AAI,NULL,NULL,41.878176188,-87.669960016,"(41.878176187876605, -87.66996001591953)","2022-10-06 12:53:44",test,NULL,"2022-05-13 00:00:00","2022-06-16 00:00:00","2024-06-15 00:00:00","2022-05-16 00:00:00",NULL
2609042-20220716,2849598,428939,1,"BRADLEY BRANDL","BRADLEY BRANDL","[REDACTED FOR PRIVACY]","OAK LAWN",IL,60453,NULL,NULL,NULL,NULL,7009,"Pharmaceutical Representative",990,"Markets / Promotes Pharmaceuticals to Health Care Professionals and Conducts Business for More than 15 Calendar Days per Year",2609042,RENEW,NULL,05/15/2022,05/16/2022,N,07/16/2022,07/15/2023,05/16/2022,05/16/2022,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2022-05-16 00:00:00","2022-07-16 00:00:00","2023-07-15 00:00:00","2022-05-16 00:00:00",NULL
2476237-20220716,2848535,373455,3,"6C'S LLC","CLEAN CUTS CONCRETE CUTTING CONSTRUCTION COMPANY","10534 S AVENUE J  1",CHICAGO,IL,60617,10,33,10-33,4,4404,"Regulated Business License",719,"Professional Consulting (Home Based Business)",2476237,RENEW,NULL,05/15/2022,05/15/2022,N,07/16/2022,07/15/2024,05/15/2022,05/16/2022,AAI,NULL,NULL,41.70350248,-87.534227405,"(41.70350248047684, -87.53422740521714)","2022-10-06 12:53:44",test,NULL,"2022-05-15 00:00:00","2022-07-16 00:00:00","2024-07-15 00:00:00","2022-05-16 00:00:00",NULL
2850164-20220516,2850164,485878,1,"HORTENSIA PAREDES","GATITA'S FLOWERS HORTENCSIA PAREDES","5114 S HONORE ST",CHICAGO,IL,60609,16,8,16-8,9,4406,"Peddler License",769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2850164,ISSUE,05/16/2022,05/16/2022,05/16/2022,N,05/16/2022,06/15/2024,NULL,05/16/2022,AAI,NULL,NULL,41.80077801,-87.670995646,"(41.80077800981146, -87.6709956462254)","2022-10-06 12:53:44",test,"2022-05-16 00:00:00","2022-05-16 00:00:00","2022-05-16 00:00:00","2024-06-15 00:00:00","2022-05-16 00:00:00",NULL
2600704-20220616,2844539,427758,1,"Zachs HVAC LLC","Zachs HVAC LLC","1817 E KENSINGTON RD","MOUNT PROSPECT",IL,60056,NULL,NULL,NULL,NULL,4404,"Regulated Business License",901,"Heating, Ventilation and Air Conditioning Services - Residential",2600704,RENEW,NULL,04/15/2022,05/13/2022,N,06/16/2022,06/15/2024,05/13/2022,05/16/2022,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2022-05-13 00:00:00","2022-06-16 00:00:00","2024-06-15 00:00:00","2022-05-16 00:00:00",NULL
1330822-20120516,2144730,257587,1,"CARLOS O. MENJIVAR","FIVE STAR FENCING","417 E CHICAGO AVE",INDIANA,IL,46312,NULL,NULL,NULL,NULL,1011,"Home Repair",NULL,NULL,1330822,RENEW,NULL,03/15/2012,09/24/2012,N,05/16/2012,05/15/2014,09/24/2012,09/25/2012,AAC,12/29/2012,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2012-09-24 00:00:00","2012-05-16 00:00:00","2014-05-15 00:00:00","2012-09-25 00:00:00","2012-12-29 00:00:00"
2846282-20220516,2846282,485743,1,"I.Z.W Enterprise LLC","I.Z.W Enterprise LLC","125 S WACKER DR 2ND 300",CHICAGO,IL,60606,42,NULL,42-,NULL,1010,"Limited Business License",1076,"Sales / Rental / Lease of Motorized Vehicles - Outdoor Sales",2846282,ISSUE,05/12/2022,05/12/2022,05/15/2022,N,05/16/2022,06/15/2024,05/15/2022,05/16/2022,AAI,NULL,NULL,41.880013427,-87.636572385,"(41.88001342713154, -87.63657238450709)","2022-10-06 12:53:44",test,"2022-05-12 00:00:00","2022-05-15 00:00:00","2022-05-16 00:00:00","2024-06-15 00:00:00","2022-05-16 00:00:00",NULL
24453-20060216,1656304,30050,1,"RONALD J WASHINGTON","HART REMODELING & HOME IMPROVE","3831 W 178 ST  1","COUNTRY CLUB HILLS",IL,60478,NULL,NULL,NULL,NULL,1010,"Limited Business License",NULL,NULL,24453,RENEW,NULL,12/21/2005,02/02/2006,N,02/16/2006,02/15/2007,02/02/2006,02/03/2006,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2006-02-02 00:00:00","2006-02-16 00:00:00","2007-02-15 00:00:00","2006-02-03 00:00:00",NULL
2163913-20220716,2848572,373722,1,"KARAVITES RESTAURANT 33426, LLC",MCDONALD'S,"1378-84 W LAKE ST 1ST",CHICAGO,IL,60607,27,33,27-33,12,1006,"Retail Food Establishment",775,"Retail Sales of Perishable Foods",2163913,RENEW,NULL,05/15/2022,05/16/2022,N,07/16/2022,07/15/2024,05/16/2022,05/16/2022,AAI,NULL,NULL,41.885536587,-87.661822711,"(41.885536586504884, -87.66182271082023)","2022-10-06 12:53:44",test,NULL,"2022-05-16 00:00:00","2022-07-16 00:00:00","2024-07-15 00:00:00","2022-05-16 00:00:00",NULL
2216654-20220716,2847166,201439,1,"KINDRA LAKE TOWING, LP","KINDRA LAKE TOWING, LP","9864 S AVENUE N",CHICAGO,IL,60617,10,NULL,10-,4,4404,"Regulated Business License",816,"Storage or Use of Hazardous Materials",2216654,RENEW,NULL,05/15/2022,05/16/2022,N,07/16/2022,07/15/2024,05/16/2022,05/16/2022,AAI,NULL,NULL,NULL,NULL,NULL,"2022-10-06 12:53:44",test,NULL,"2022-05-16 00:00:00","2022-07-16 00:00:00","2024-07-15 00:00:00","2022-05-16 00:00:00",NULL
2846322-20220516,2846322,394451,6,"MORGANS ON FULTON, LLC","MARVIN'S FOOD & FUEL / MORGAN'S ON FULTON","932-954 W FULTON MARKET",CHICAGO,IL,60607,27,45,27-45,12,1476,"Special Event Liquor",996,"Special Event Beer, Wine & Spirits",2846322,ISSUE,05/12/2022,05/12/2022,05/13/2022,N,05/16/2022,10/31/2022,05/13/2022,05/16/2022,AAI,NULL,NULL,41.886864374,-87.651067518,"(41.88686437354237, -87.65106751780091)","2022-10-06 12:53:44",test,"2022-05-12 00:00:00","2022-05-13 00:00:00","2022-05-16 00:00:00","2022-10-31 00:00:00","2022-05-16 00:00:00",NULL
